Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-10-12,202,2,2,962,2510,2650
astro,2016-10-12,204,1,1,627,1655,1775
astro,2016-10-12,208,2,2,1056,2870,2985
astro,2016-10-12,210,1,1,697,1970,2285
astro,2016-10-12,222,1,1,656,1830,2145
astro,2016-10-12,224,1,1,697,2020,2335
astro,2016-10-12,238,0,1,535,1765,1965
astro,2016-10-12,239,1,1,627,1650,1965
astro,2016-10-12,241,2,2,962,2530,2675
astro,2016-10-12,302,2,2,962,2515,2655
astro,2016-10-12,335,2,2,1056,2761,2876
astro,2016-10-12,430,0,1,464,1595,1685
astro,2016-10-12,432,1,1,697,2020,2215
astro,2016-10-12,641,2,2,962,2560,2675
