Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-11-02,208,2,2,1056,2940,3290
astro,2016-11-02,210,1,1,697,1960,2395
astro,2016-11-02,224,1,1,697,2010,2445
astro,2016-11-02,238,0,1,535,1765,1790
astro,2016-11-02,241,2,2,962,2600,2950
astro,2016-11-02,302,2,2,962,2580,2930
astro,2016-11-02,327,1,1,596,1632,2087
astro,2016-11-02,335,2,2,1056,2801,3151
astro,2016-11-02,401,1,1,604,1809,2264
astro,2016-11-02,430,0,1,464,1585,1610
astro,2016-11-02,432,1,1,697,2070,2505
astro,2016-11-02,519,1,1,784,2365,2815
astro,2016-11-02,525,1,1,649,1895,2360
astro,2016-11-02,608,2,2,1056,2861,3221
astro,2016-11-02,633,1,1,679,2001,2466
