Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2018-04-22,212,0,1,464,1495,1495
astro,2018-04-22,223,1,1,761,2350,2350
astro,2018-04-22,231,1,1,596,1875,1875
astro,2018-04-22,237,1,1,692,1740,1740
astro,2018-04-22,240,2,2,1000,2765,2765
astro,2018-04-22,307,1,1,651,1900,1900
astro,2018-04-22,326,0,1,464,1637,1637
astro,2018-04-22,504,1,1,627,1995,1995
astro,2018-04-22,506,0,1,535,1700,1700
astro,2018-04-22,517,1,1,649,2050,2050
astro,2018-04-22,616,0,1,464,1652,1652
astro,2018-04-22,629,1,1,718,2500,2500
astro,2018-04-22,638,0,1,535,1690,1690
