Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-10-28,208,2,2,1056,2970,3440
astro,2016-10-28,210,1,1,697,1960,2100
astro,2016-10-28,224,1,1,697,2010,2150
astro,2016-10-28,238,0,1,535,1765,1980
astro,2016-10-28,302,2,2,962,2600,3070
astro,2016-10-28,327,1,1,596,1637,2157
astro,2016-10-28,335,2,2,1056,2831,3301
astro,2016-10-28,401,1,1,604,Call,Call
astro,2016-10-28,430,0,1,464,1615,1775
astro,2016-10-28,432,1,1,697,2070,2210
astro,2016-10-28,519,1,1,784,2355,2865
astro,2016-10-28,525,1,1,649,1940,2475
astro,2016-10-28,608,2,2,1056,2906,3391
astro,2016-10-28,633,1,1,679,2046,2581
