Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-08-27,202,2,2,962,2830,2995
astro,2016-08-27,208,2,2,1056,3195,3335
astro,2016-08-27,225,1,1,649,2135,2295
astro,2016-08-27,229,1,1,718,2486,2556
astro,2016-08-27,304,1,1,627,1845,2105
astro,2016-08-27,329,1,1,718,2491,2561
astro,2016-08-27,331,1,1,596,1807,1967
astro,2016-08-27,415,1,1,596,1762,1867
astro,2016-08-27,429,1,1,718,2546,2616
astro,2016-08-27,432,1,1,697,2370,2530
astro,2016-08-27,435,2,2,1056,3061,3226
astro,2016-08-27,505,1,1,627,2005,2120
astro,2016-08-27,508,2,2,1056,3066,3231
astro,2016-08-27,538,0,1,535,1755,1855
astro,2016-08-27,540,2,2,1000,2872,2962
astro,2016-08-27,640,2,2,971,2829,2994
astro,2016-08-27,641,2,2,962,2900,3065
