Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-11-22,208,2,2,1056,2751,3566
astro,2016-11-22,217,1,1,649,1870,3020
astro,2016-11-22,224,1,1,697,1990,2915
astro,2016-11-22,235,2,2,1056,2751,3666
astro,2016-11-22,238,0,1,535,1720,2365
astro,2016-11-22,241,2,2,962,2555,3370
astro,2016-11-22,307,1,1,651,1777,2862
astro,2016-11-22,325,1,1,649,1865,2950
astro,2016-11-22,327,1,1,596,1695,2845
astro,2016-11-22,335,2,2,1056,2756,3571
astro,2016-11-22,401,1,1,604,1659,2584
astro,2016-11-22,407,1,1,651,1792,2732
astro,2016-11-22,427,1,1,596,1830,2985
astro,2016-11-22,428,0,1,464,1560,2210
astro,2016-11-22,432,1,1,697,2050,2975
astro,2016-11-22,519,1,1,784,2275,3350
astro,2016-11-22,534,1,1,761,2010,3085
astro,2016-11-22,627,1,1,596,1840,2910
astro,2016-11-22,636,1,1,683,1785,2935
