Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-10-08,202,2,2,962,2510,2690
astro,2016-10-08,204,1,1,627,1655,1775
astro,2016-10-08,208,2,2,1056,2860,3030
astro,2016-10-08,210,1,1,697,1975,2280
astro,2016-10-08,222,1,1,656,1755,1965
astro,2016-10-08,224,1,1,697,2025,2330
astro,2016-10-08,238,0,1,535,1765,1965
astro,2016-10-08,239,1,1,627,1655,1960
astro,2016-10-08,302,2,2,962,2515,2695
astro,2016-10-08,432,1,1,697,2005,2215
astro,2016-10-08,435,2,2,1056,2741,2921
astro,2016-10-08,641,2,2,962,2560,2700
