Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-11-13,208,2,2,1056,2781,3301
astro,2016-11-13,217,1,1,649,1920,2305
astro,2016-11-13,224,1,1,697,1975,2355
astro,2016-11-13,235,2,2,1056,2791,3396
astro,2016-11-13,238,0,1,535,1715,1790
astro,2016-11-13,241,2,2,962,2585,3105
astro,2016-11-13,302,2,2,962,2565,3085
astro,2016-11-13,307,1,1,651,1782,2172
astro,2016-11-13,327,1,1,596,1745,2130
astro,2016-11-13,335,2,2,1056,2786,3306
astro,2016-11-13,401,1,1,604,1769,2169
astro,2016-11-13,407,1,1,651,1902,2297
astro,2016-11-13,427,1,1,596,Call,Call
astro,2016-11-13,430,0,1,464,1535,1610
astro,2016-11-13,432,1,1,697,2035,2415
astro,2016-11-13,519,1,1,784,2290,2705
astro,2016-11-13,524,1,1,697,2115,2515
astro,2016-11-13,534,1,1,761,2025,2440
astro,2016-11-13,636,1,1,683,1835,2220
