Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-08-12,208,2,2,1056,3365,3485
astro,2016-08-12,215,1,1,596,1822,1892
astro,2016-08-12,225,1,1,649,2100,2405
astro,2016-08-12,229,1,1,718,2481,2816
astro,2016-08-12,231,1,1,596,1772,1842
astro,2016-08-12,304,1,1,627,1850,2215
astro,2016-08-12,306,0,1,535,1785,1810
astro,2016-08-12,317,1,1,649,2060,2130
astro,2016-08-12,324,1,1,697,2210,2280
astro,2016-08-12,329,1,1,718,2486,2556
astro,2016-08-12,406,0,1,535,1875,1950
astro,2016-08-12,429,1,1,718,2541,2611
astro,2016-08-12,431,1,1,596,1767,2132
astro,2016-08-12,432,1,1,697,2335,2640
astro,2016-08-12,508,2,2,1056,3236,3421
astro,2016-08-12,538,0,1,535,1805,1880
astro,2016-08-12,540,2,2,1000,3192,3632
astro,2016-08-12,624,1,1,697,2275,2345
