Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-08-11,208,2,2,1056,3365,3485
astro,2016-08-11,215,1,1,596,1822,1892
astro,2016-08-11,225,1,1,649,2100,2405
astro,2016-08-11,229,1,1,718,2481,2816
astro,2016-08-11,231,1,1,596,1772,1842
astro,2016-08-11,304,1,1,627,1865,2215
astro,2016-08-11,306,0,1,535,1790,1810
astro,2016-08-11,317,1,1,649,2060,2130
astro,2016-08-11,324,1,1,697,2210,2280
astro,2016-08-11,329,1,1,718,2501,2581
astro,2016-08-11,406,0,1,535,1880,1955
astro,2016-08-11,429,1,1,718,2541,2611
astro,2016-08-11,431,1,1,596,1782,2132
astro,2016-08-11,432,1,1,697,2335,2640
astro,2016-08-11,508,2,2,1056,3236,3421
astro,2016-08-11,538,0,1,535,1810,1885
astro,2016-08-11,540,2,2,1000,Call,Call
astro,2016-08-11,624,1,1,697,2275,2345
