Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2017-09-08,210,1,1,697,2188,2188
astro,2017-09-08,225,1,1,649,2120,2120
astro,2017-09-08,229,1,1,718,2536,2536
astro,2017-09-08,302,2,2,962,3095,3095
astro,2017-09-08,313,1,1,596,1853,1853
astro,2017-09-08,317,1,1,649,2150,2150
astro,2017-09-08,406,0,1,535,1743,1743
astro,2017-09-08,407,1,1,651,2037,2037
astro,2017-09-08,415,1,1,596,1858,1858
astro,2017-09-08,433,1,1,679,2101,2101
astro,2017-09-08,435,2,2,1056,3291,3291
astro,2017-09-08,513,1,1,596,1863,1863
astro,2017-09-08,538,0,1,535,1723,1723
astro,2017-09-08,608,2,2,1056,3301,3301
