Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-11-06,208,2,2,1056,2796,3146
astro,2016-11-06,224,1,1,697,2010,2275
astro,2016-11-06,238,0,1,535,1735,1810
astro,2016-11-06,241,2,2,962,2600,2950
astro,2016-11-06,302,2,2,962,2580,2930
astro,2016-11-06,307,1,1,651,1827,2102
astro,2016-11-06,327,1,1,596,1810,2085
astro,2016-11-06,335,2,2,1056,2801,3151
astro,2016-11-06,401,1,1,604,1824,2104
astro,2016-11-06,407,1,1,651,1952,2232
astro,2016-11-06,430,0,1,464,1585,1740
astro,2016-11-06,432,1,1,697,2070,2335
astro,2016-11-06,519,1,1,784,2340,2630
astro,2016-11-06,524,1,1,697,2165,2450
astro,2016-11-06,525,1,1,649,1875,2165
astro,2016-11-06,534,1,1,761,2075,2365
astro,2016-11-06,608,2,2,1056,2851,3211
astro,2016-11-06,636,1,1,683,1900,2175
