Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-09-07,202,2,2,962,2895,3025
astro,2016-09-07,208,2,2,1056,3260,3415
astro,2016-09-07,210,1,1,697,2210,2560
astro,2016-09-07,213,1,1,596,1877,2227
astro,2016-09-07,225,1,1,649,2145,2400
astro,2016-09-07,229,1,1,718,2486,2581
astro,2016-09-07,302,2,2,962,2900,3030
astro,2016-09-07,304,1,1,627,1845,1940
astro,2016-09-07,329,1,1,718,2491,2586
astro,2016-09-07,415,1,1,596,1762,2162
astro,2016-09-07,432,1,1,697,2380,2635
astro,2016-09-07,435,2,2,1056,3126,3256
astro,2016-09-07,505,1,1,627,2000,2090
astro,2016-09-07,508,2,2,1056,3131,3261
astro,2016-09-07,538,0,1,535,1870,1965
astro,2016-09-07,640,2,2,971,2894,3024
astro,2016-09-07,641,2,2,962,2965,3095
