Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-09-02,202,2,2,962,2895,3035
astro,2016-09-02,208,2,2,1056,3260,3415
astro,2016-09-02,210,1,1,697,2200,2455
astro,2016-09-02,225,1,1,649,2125,2405
astro,2016-09-02,229,1,1,718,2486,2551
astro,2016-09-02,302,2,2,962,2900,3040
astro,2016-09-02,304,1,1,627,1845,2215
astro,2016-09-02,329,1,1,718,2491,2556
astro,2016-09-02,331,1,1,596,1797,2077
astro,2016-09-02,415,1,1,596,1762,2057
astro,2016-09-02,432,1,1,697,2360,2640
astro,2016-09-02,435,2,2,1056,3126,3266
astro,2016-09-02,505,1,1,627,1995,2095
astro,2016-09-02,508,2,2,1056,3131,3271
astro,2016-09-02,538,0,1,535,1855,1880
astro,2016-09-02,640,2,2,971,2894,3034
astro,2016-09-02,641,2,2,962,2965,3105
