Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-12-15,208,2,2,1056,2841,3731
astro,2016-12-15,235,2,2,1056,2841,3731
astro,2016-12-15,241,2,2,962,2645,3535
astro,2016-12-15,327,1,1,596,1720,2900
astro,2016-12-15,334,1,1,761,1895,2955
astro,2016-12-15,418,1,1,761,2125,3185
astro,2016-12-15,427,1,1,596,1900,3190
astro,2016-12-15,428,0,1,464,1685,2320
astro,2016-12-15,519,1,1,784,2345,3405
astro,2016-12-15,604,1,1,627,1860,2920
astro,2016-12-15,627,1,1,596,1910,2965
astro,2016-12-15,636,1,1,683,1810,2990
