Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
century,2017-01-24,A3,Studio,1,537,1949,1949
century,2017-01-24,A2,Studio,1,540,2010,2010
century,2017-01-24,A1,Studio,1,588,,
century,2017-01-24,A1,Studio,1,588,,
century,2017-01-24,B6,1,1.5,805,,
century,2017-01-24,B7,1,1.5,805,,
century,2017-01-24,B20,1,1.5,820,,
century,2017-01-24,B3,1,1.5,854,,
century,2017-01-24,B2,1,1.5,908,,
century,2017-01-24,B1,1,1.5,926,,
century,2017-01-24,B18,1,1,714,2398,2398
century,2017-01-24,B15,1,1,747,2374,2374
century,2017-01-24,B13,1,1,753,2559,2559
century,2017-01-24,B11,1,1,784,2429,2429
century,2017-01-24,B4,1,1,833,2524,2524
century,2017-01-24,BN2,1,1,594,,
century,2017-01-24,BN2,1,1,594,,
century,2017-01-24,BN1,1,1,671,,
century,2017-01-24,BN1,1,1,671,,
century,2017-01-24,B20,1,1,672,,
