Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
century,2016-08-14,A3,Studio,1,537,,
century,2016-08-14,A2,Studio,1,540,,
century,2016-08-14,A1,Studio,1,588,,
century,2016-08-14,A1,Studio,1,588,,
century,2016-08-14,B6,1,1.5,805,,
century,2016-08-14,B7,1,1.5,805,,
century,2016-08-14,B20,1,1.5,820,,
century,2016-08-14,B3,1,1.5,854,,
century,2016-08-14,B2,1,1.5,908,,
century,2016-08-14,B1,1,1.5,926,,
century,2016-08-14,BN2,1,1,594,2347,2347
century,2016-08-14,B11,1,1,784,2764,2764
century,2016-08-14,BN2,1,1,594,,
century,2016-08-14,BN1,1,1,671,,
century,2016-08-14,BN1,1,1,671,,
century,2016-08-14,B20,1,1,672,,
century,2016-08-14,B19,1,1,702,,
century,2016-08-14,B18,1,1,714,,
century,2016-08-14,B18,1,1,714,,
century,2016-08-14,B17,1,1,721,,
century,2016-08-14,C5,2,2,1074,,
century,2016-08-14,C4,2,2,1084,,
century,2016-08-14,C3,2,2,1138,,
century,2016-08-14,C7,2,1.5,1009,,
century,2016-08-14,C9,2,1,941,3042,3042
century,2016-08-14,D1,3,2,1326,,
