Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
century,2017-01-19,A3,Studio,1,537,1949,1949
century,2017-01-19,A2,Studio,1,540,2010,2010
century,2017-01-19,A1,Studio,1,588,,
century,2017-01-19,A1,Studio,1,588,,
century,2017-01-19,B6,1,1.5,805,,
century,2017-01-19,B7,1,1.5,805,,
century,2017-01-19,B20,1,1.5,820,,
century,2017-01-19,B3,1,1.5,854,,
century,2017-01-19,B2,1,1.5,908,,
century,2017-01-19,B1,1,1.5,926,,
century,2017-01-19,B15,1,1,747,2482,2482
century,2017-01-19,B13,1,1,753,2643,2643
century,2017-01-19,B11,1,1,784,2564,2564
century,2017-01-19,B4,1,1,833,2612,2612
century,2017-01-19,BN2,1,1,594,,
century,2017-01-19,BN2,1,1,594,,
century,2017-01-19,BN1,1,1,671,,
century,2017-01-19,BN1,1,1,671,,
century,2017-01-19,B20,1,1,672,,
century,2017-01-19,B19,1,1,702,,
