Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
century,2016-08-13,B17,1,1,721,,
century,2016-08-13,B16,1,1,740,,
century,2016-08-13,B15,1,1,747,,
century,2016-08-13,B15,1,1,747,,
century,2016-08-13,B14,1,1,751,,
century,2016-08-13,B14,1,1,751,,
century,2016-08-13,B13,1,1,753,,
century,2016-08-13,B12,1,1,770,,
century,2016-08-13,B10,1,1,789,,
century,2016-08-13,B8,1,1,802,,
century,2016-08-13,B9,1,1,802,,
century,2016-08-13,B9,1,1,802,,
century,2016-08-13,B5,1,1,819,,
century,2016-08-13,B4,1,1,833,,
century,2016-08-13,C1,2,2.5,1207,,
century,2016-08-13,C3,2,2,1138,3092,3092
century,2016-08-13,C2,2,2,1139,3272,3272
century,2016-08-13,C8,2,2,1001,,
century,2016-08-13,C6,2,2,1038,,
century,2016-08-13,C5,2,2,1074,,
century,2016-08-13,C5,2,2,1074,,
century,2016-08-13,C4,2,2,1084,,
century,2016-08-13,C3,2,2,1138,,
century,2016-08-13,C7,2,1.5,1009,,
century,2016-08-13,C9,2,1,941,3089,3089
century,2016-08-13,D1,3,2,1326,,
