Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
century,2016-08-07,A3,Studio,1,537,1784,1784
century,2016-08-07,A1,Studio,1,588,1604,1604
century,2016-08-07,A2,Studio,1,540,,
century,2016-08-07,A1,Studio,1,588,,
century,2016-08-07,B6,1,1.5,805,,
century,2016-08-07,B7,1,1.5,805,,
century,2016-08-07,B20,1,1.5,820,,
century,2016-08-07,B3,1,1.5,854,,
century,2016-08-07,B2,1,1.5,908,,
century,2016-08-07,B1,1,1.5,926,,
century,2016-08-07,BN2,1,1,594,2347,2347
century,2016-08-07,B11,1,1,784,2764,2764
century,2016-08-07,BN2,1,1,594,,
century,2016-08-07,BN1,1,1,671,,
century,2016-08-07,BN1,1,1,671,,
century,2016-08-07,B20,1,1,672,,
century,2016-08-07,B19,1,1,702,,
century,2016-08-07,B18,1,1,714,,
century,2016-08-07,B18,1,1,714,,
century,2016-08-07,B17,1,1,721,,
century,2016-08-07,B17,1,1,721,,
century,2016-08-07,B16,1,1,740,,
century,2016-08-07,B15,1,1,747,,
century,2016-08-07,B15,1,1,747,,
century,2016-08-07,B14,1,1,751,,
century,2016-08-07,B14,1,1,751,,
century,2016-08-07,B13,1,1,753,,
century,2016-08-07,B12,1,1,770,,
century,2016-08-07,B10,1,1,789,,
century,2016-08-07,B8,1,1,802,,
century,2016-08-07,B9,1,1,802,,
century,2016-08-07,B9,1,1,802,,
century,2016-08-07,B5,1,1,819,,
century,2016-08-07,B4,1,1,833,,
century,2016-08-07,C1,2,2.5,1207,,
century,2016-08-07,C3,2,2,1138,3121,3121
century,2016-08-07,C2,2,2,1139,3358,3358
century,2016-08-07,C8,2,2,1001,,
century,2016-08-07,C6,2,2,1038,,
century,2016-08-07,C5,2,2,1074,,
century,2016-08-07,C5,2,2,1074,,
century,2016-08-07,C4,2,2,1084,,
century,2016-08-07,C3,2,2,1138,,
century,2016-08-07,C7,2,1.5,1009,,
century,2016-08-07,C9,2,1,941,3111,3111
century,2016-08-07,D1,3,2,1326,,
