Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
century,2016-08-05,A3,Studio,1,537,1741,1741
century,2016-08-05,A1,Studio,1,588,1564,1564
century,2016-08-05,A2,Studio,1,540,,
century,2016-08-05,A1,Studio,1,588,,
century,2016-08-05,B6,1,1.5,805,,
century,2016-08-05,B7,1,1.5,805,,
century,2016-08-05,B20,1,1.5,820,,
century,2016-08-05,B3,1,1.5,854,,
century,2016-08-05,B2,1,1.5,908,,
century,2016-08-05,B1,1,1.5,926,,
century,2016-08-05,BN2,1,1,594,2347,2347
century,2016-08-05,B11,1,1,784,2764,2764
century,2016-08-05,BN2,1,1,594,,
century,2016-08-05,BN1,1,1,671,,
century,2016-08-05,BN1,1,1,671,,
century,2016-08-05,B20,1,1,672,,
century,2016-08-05,B19,1,1,702,,
century,2016-08-05,B18,1,1,714,,
century,2016-08-05,B18,1,1,714,,
century,2016-08-05,B17,1,1,721,,
century,2016-08-05,B17,1,1,721,,
century,2016-08-05,B16,1,1,740,,
century,2016-08-05,B15,1,1,747,,
century,2016-08-05,B15,1,1,747,,
century,2016-08-05,B14,1,1,751,,
century,2016-08-05,B14,1,1,751,,
century,2016-08-05,B13,1,1,753,,
century,2016-08-05,B12,1,1,770,,
century,2016-08-05,B10,1,1,789,,
century,2016-08-05,B8,1,1,802,,
century,2016-08-05,B9,1,1,802,,
century,2016-08-05,B9,1,1,802,,
century,2016-08-05,B5,1,1,819,,
century,2016-08-05,B4,1,1,833,,
century,2016-08-05,C1,2,2.5,1207,,
century,2016-08-05,C4,2,2,1084,3333,3333
century,2016-08-05,C3,2,2,1138,3151,3151
century,2016-08-05,C2,2,2,1139,3388,3388
century,2016-08-05,C8,2,2,1001,,
century,2016-08-05,C6,2,2,1038,,
century,2016-08-05,C5,2,2,1074,,
century,2016-08-05,C5,2,2,1074,,
century,2016-08-05,C3,2,2,1138,,
century,2016-08-05,C7,2,1.5,1009,,
century,2016-08-05,C9,2,1,941,3141,3141
century,2016-08-05,D1,3,2,1326,,
