Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
century,2016-09-04,B17,1,1,721,,
century,2016-09-04,B17,1,1,721,,
century,2016-09-04,B16,1,1,740,,
century,2016-09-04,B15,1,1,747,,
century,2016-09-04,B15,1,1,747,,
century,2016-09-04,B14,1,1,751,,
century,2016-09-04,B14,1,1,751,,
century,2016-09-04,B13,1,1,753,,
century,2016-09-04,B12,1,1,770,,
century,2016-09-04,B10,1,1,789,,
century,2016-09-04,B8,1,1,802,,
century,2016-09-04,B9,1,1,802,,
century,2016-09-04,B5,1,1,819,,
century,2016-09-04,B4,1,1,833,,
century,2016-09-04,C1,2,2.5,1207,,
century,2016-09-04,C8,2,2,1001,,
century,2016-09-04,C6,2,2,1038,,
century,2016-09-04,C5,2,2,1074,,
century,2016-09-04,C5,2,2,1074,,
century,2016-09-04,C4,2,2,1084,,
