Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
century,2016-08-15,A1,Studio,1,588,1738,1738
century,2016-08-15,A3,Studio,1,537,,
century,2016-08-15,A2,Studio,1,540,,
century,2016-08-15,A1,Studio,1,588,,
century,2016-08-15,B6,1,1.5,805,,
century,2016-08-15,B7,1,1.5,805,,
century,2016-08-15,B20,1,1.5,820,,
century,2016-08-15,B3,1,1.5,854,,
century,2016-08-15,B2,1,1.5,908,,
century,2016-08-15,B1,1,1.5,926,,
century,2016-08-15,B11,1,1,784,2764,2764
century,2016-08-15,BN2,1,1,594,,
century,2016-08-15,BN2,1,1,594,,
century,2016-08-15,BN1,1,1,671,,
century,2016-08-15,BN1,1,1,671,,
century,2016-08-15,B20,1,1,672,,
century,2016-08-15,B19,1,1,702,,
century,2016-08-15,B18,1,1,714,,
century,2016-08-15,B18,1,1,714,,
century,2016-08-15,B17,1,1,721,,
century,2016-08-15,B17,1,1,721,,
century,2016-08-15,B16,1,1,740,,
century,2016-08-15,B15,1,1,747,,
century,2016-08-15,B15,1,1,747,,
century,2016-08-15,B14,1,1,751,,
century,2016-08-15,B14,1,1,751,,
century,2016-08-15,B13,1,1,753,,
century,2016-08-15,B12,1,1,770,,
century,2016-08-15,B10,1,1,789,,
century,2016-08-15,B8,1,1,802,,
century,2016-08-15,B9,1,1,802,,
century,2016-08-15,B9,1,1,802,,
century,2016-08-15,B5,1,1,819,,
century,2016-08-15,B4,1,1,833,,
century,2016-08-15,C1,2,2.5,1207,,
century,2016-08-15,C3,2,2,1138,3033,3033
century,2016-08-15,C2,2,2,1139,3198,3198
century,2016-08-15,C8,2,2,1001,,
century,2016-08-15,C6,2,2,1038,,
century,2016-08-15,C5,2,2,1074,,
century,2016-08-15,C5,2,2,1074,,
century,2016-08-15,C4,2,2,1084,,
century,2016-08-15,C3,2,2,1138,,
century,2016-08-15,C7,2,1.5,1009,,
century,2016-08-15,C9,2,1,941,2983,2983
century,2016-08-15,D1,3,2,1326,,
