Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
century,2017-05-18,A3,Studio,1,537,,
century,2017-05-18,A2,Studio,1,540,,
century,2017-05-18,A1,Studio,1,588,,
century,2017-05-18,B7,1,1.5,805,,
century,2017-05-18,B3,1,1.5,854,,
century,2017-05-18,B2,1,1.5,908,,
century,2017-05-18,B1,1,1.5,926,,
century,2017-05-18,BN1,1,1,671,2474,2474
century,2017-05-18,B19,1,1,702,2890,2890
century,2017-05-18,B18,1,1,714,2809,2809
century,2017-05-18,B4,1,1,833,2966,2966
century,2017-05-18,BN2,1,1,594,,
century,2017-05-18,B20,1,1,672,,
century,2017-05-18,B17,1,1,721,,
century,2017-05-18,B16,1,1,740,,
century,2017-05-18,B15,1,1,747,,
century,2017-05-18,B15,1,1,747,,
century,2017-05-18,B14,1,1,751,,
century,2017-05-18,B13,1,1,753,,
century,2017-05-18,B12,1,1,770,,
